epoch_id,TP9_delta,TP9_theta,TP9_alpha,TP9_beta,TP9_mean_band_power,TP9_alpha_beta_ratio,AF7_delta,AF7_theta,AF7_alpha,AF7_beta,AF7_mean_band_power,AF7_alpha_beta_ratio,AF8_delta,AF8_theta,AF8_alpha,AF8_beta,AF8_mean_band_power,AF8_alpha_beta_ratio,TP10_delta,TP10_theta,TP10_alpha,TP10_beta,TP10_mean_band_power,TP10_alpha_beta_ratio,overall_alpha_beta_ratio
49,9.16414573189234e-12,1.4674930653245192e-11,1.4067125903658023e-11,2.879325231356118e-11,1.6674863650589182e-11,0.4885563377997637,1.4385883046024974e-11,1.2445054044907388e-11,5.068909858034766e-12,2.5650791833533054e-11,1.4387659695625046e-11,0.19761221762394973,1.8892522320869927e-10,1.796327550503952e-10,1.785349243289636e-10,1.364003934969083e-09,4.777742093892852e-10,0.13089032938384473,6.354817029148085e-12,8.43019643751048e-12,3.2879684835012396e-11,2.4441744675609572e-11,1.8026610744320133e-11,1.3452265896477942,0.15978396763392427
50,2.457576215638652e-10,9.710264431284457e-12,2.6130472002356746e-11,4.810433503620367e-11,8.242567325842753e-11,0.5432040996448816,1.468518875285896e-10,2.72883935169315e-11,3.329276664573256e-11,1.8523914893102273e-11,5.648924064608898e-11,1.7972856622295184,5.366843852335426e-09,2.4411696304964636e-10,2.2199083840469316e-10,1.18770764851279e-09,1.755164825575639e-09,0.18690697048441432,1.7012914870865166e-10,7.208065112934187e-11,3.98017603346777e-12,4.1345697611099286e-11,7.188391837064014e-11,0.09626578491686372,0.22026573037357022
51,1.3895209340485746e-10,1.0074135072644836e-10,8.404288710681251e-11,8.910838246551644e-11,1.032111784259087e-10,0.9431535483133229,1.9559625553390977e-10,8.783549970749595e-11,2.1116879335677623e-11,5.2753966849330035e-11,8.932565035660335e-11,0.4002898852325037,6.63280489900597e-10,6.407576432209973e-10,6.845590725580229e-10,1.6043446369963724e-09,8.982354606689974e-10,0.4266907849922091,4.1739237312320554e-10,1.2090425856573173e-10,2.6765900782327796e-10,4.0472092927178635e-11,2.1160693310984846e-10,6.613421458210139,0.5918118475280499
52,6.1102025046665194e-12,5.6033115439899544e-12,1.1728723550051422e-11,5.303313646660771e-11,1.9118843516328903e-11,0.22115839890850897,2.3576247209719695e-11,1.7014434909133475e-11,1.1006867008250119e-11,4.208794695691663e-11,2.342137402100498e-11,0.2615206443668376,3.848941180963685e-10,8.385530711850898e-11,1.4087513215584762e-10,1.6159277129497465e-09,5.563880675801179e-10,0.08717910524517916,3.5668815098678954e-12,1.0193476966301463e-11,1.040057855989189e-11,8.359076774837753e-11,2.6937926196109696e-11,0.12442257488529601,0.09696169902462141
53,9.592153780806891e-12,1.698033873414685e-11,8.614503947293234e-12,3.365452182179405e-11,1.7210379571010257e-11,0.2559686924957181,1.3297472324723126e-11,9.639703052707276e-12,3.2675237930609506e-12,2.4729862607060804e-11,1.2733640444388039e-11,0.13212866747298532,3.0280112089334364e-10,4.6067041943508644e-11,2.5995571107225863e-10,3.045405329194047e-09,9.135573007757895e-10,0.08535997116057281,5.404635392083853e-12,1.335630766451746e-11,6.53506161251191e-12,5.746622168897286e-11,2.069055658952152e-11,0.1137200501519298,0.08805766003177523
54,3.915912306225715e-11,2.5423737061327663e-12,1.0426245308074274e-11,3.1782628636007874e-11,2.0977592678118014e-11,0.32804855216607043,6.059506777549081e-11,8.50396700713938e-12,1.7657370612458625e-12,1.6125062932595175e-11,2.1747458694117805e-11,0.10950264619907961,3.1270196499776814e-10,3.470211989575956e-11,2.106401179777973e-10,2.4547662720023238e-09,7.532026187184122e-10,0.08580862478853461,7.0729961958288994e-12,5.079604419715147e-12,4.71544408447503e-12,5.452856539339462e-11,1.7849152523353422e-11,0.08647658434539049,0.088982996792104
55,1.2335234394559483e-11,1.953137674992073e-11,1.0352537103507234e-11,3.335751728722457e-11,1.8894166383803006e-11,0.3103509477149278,2.5737234590159184e-11,1.9982970480814303e-11,2.5901167265576336e-12,7.722216276411318e-12,1.400813451848561e-11,0.3354110573760461,4.691857992468033e-11,2.2622812242846595e-11,3.2452369286009756e-10,1.9191468732833498e-09,5.783029895777436e-10,0.16909789312002474,1.6848047546094379e-12,1.246782688456457e-11,4.948552464258416e-12,4.630328756231975e-11,1.6351117916438043e-11,0.10687259425366165,0.17065028540490448
56,4.733737640275543e-12,1.63903707641008e-11,2.573971928327491e-11,4.848926458902513e-11,2.3838273069169098e-11,0.5308333607744742,2.692266929350005e-11,6.421631961078753e-12,3.122225040923973e-12,2.048951182828783e-11,1.4239009530947652e-11,0.15238162173358505,2.543811946643084e-10,7.764025168482751e-11,4.770203900980132e-10,1.8788873325407384e-09,6.719822922469719e-10,0.2538845101760088,1.600893890265672e-11,1.2722952088902046e-11,6.368887302685672e-12,3.830659636065465e-11,1.835184366372477e-11,0.16626085081334094,0.2579087006649307
57,2.3740972130198076e-11,2.219061693308309e-11,2.97404936677727e-11,5.1549725423773496e-11,3.180545203870684e-11,0.5769282653454657,1.5473107724019824e-10,6.834042688178768e-11,3.128374040826505e-11,3.9383799092003254e-11,7.343476090556356e-11,0.7943301847336791,1.6029901313983196e-10,2.8285081865107273e-10,2.8272697456543506e-10,3.1847203880906455e-09,9.776492986117463e-10,0.08877607454101805,1.221262721410705e-10,2.397309445480719e-11,1.9191280553287753e-11,6.668765370377465e-11,5.799457521323502e-11,0.2877786139925551,0.10858928747830929
58,5.514237279398384e-11,4.4563339685849865e-11,1.0081699382875088e-11,7.386660337046683e-11,4.591350380829391e-11,0.13648521690258103,1.0200474720790651e-10,1.9513428029441966e-11,1.146487096696151e-11,2.3275193090941978e-11,3.906455982381299e-11,0.4925789840782589,3.332227322262243e-10,1.0312161067090577e-09,1.1315457035574269e-09,1.9578189032099888e-09,1.1134508614256743e-09,0.5779623956547636,2.5995451362358477e-10,1.4251357606766415e-10,1.4732467632590846e-10,6.234471711412186e-11,1.530343707828198e-10,2.3630659203446376,0.6141848690905714
59,1.3312826953115681e-11,7.637081410815842e-11,1.261902238666593e-11,3.3372867693835076e-11,3.391888278544378e-11,0.3781222070106077,1.1494131530410007e-12,2.003207295228512e-12,5.709552034604541e-12,1.4613441612100423e-11,5.868903523743619e-12,0.39070550156212613,3.642061989705657e-10,5.315693703240248e-10,3.2225279925678407e-10,2.602674320447372e-09,9.551756722496866e-10,0.12381602904561347,3.0191217683319997e-12,1.7612791630772117e-10,7.687252807154363e-11,4.669214479448303e-11,7.567792773551996e-11,1.646369606919976,0.15476429545615666
60,5.8446304923511814e-12,1.6587912853606333e-11,1.4682814694854323e-11,3.7511180685720815e-11,1.865663468163316e-11,0.39142502119224293,1.5039209112420785e-10,2.172167361590039e-11,1.0511865396322656e-11,1.880505326115602e-11,5.0357670849396726e-11,0.55899152479595,7.873663257122832e-10,9.227017147043321e-11,3.9833897598084014e-10,1.6673116601935264e-09,7.363217833392707e-10,0.23891092798727537,8.081273971269642e-12,3.977387685404258e-12,6.516713020644417e-12,2.5323134227951634e-11,1.0974627226317489e-11,0.2573422769070694,0.24589045783281163
61,1.646208282780637e-11,1.161908156744755e-11,4.212566990683829e-12,4.894064123431637e-11,2.030859315506353e-11,0.08607502649005028,1.2282081648971998e-10,2.5212398008671994e-11,1.0726379178075302e-11,2.792028752247949e-11,4.666997029973669e-11,0.38417867901393066,1.419934947168959e-10,1.1812777930590566e-10,1.9636692833377268e-10,1.8357203183124779e-09,5.73052130167263e-10,0.10696995962559637,3.174419495132626e-11,3.097545626896706e-11,4.606770151557911e-12,2.3767376111877247e-11,2.277344937093212e-11,0.19382746037564386,0.11150504721581349
62,1.8497237155829724e-11,5.85294269719969e-11,6.574632688596003e-11,2.0232110861379352e-11,4.07512754687915e-11,3.2496029374503776,5.73090228117904e-11,1.0676743513427214e-11,4.633133055764432e-12,1.909777706420914e-11,2.2929169111297795e-11,0.24260064614783455,7.766163927020665e-09,5.115107244737359e-10,2.1179409999215307e-10,1.5083421034473489e-09,2.4994527137334755e-09,0.14041516145978622,6.524117234411085e-11,1.0088927783293796e-10,4.72050160642696e-11,3.916688500562187e-11,6.312558781173508e-11,1.205227734028222,0.2075690108814614
63,1.1816308924400383e-10,4.1472466112962475e-11,1.5324494603107642e-11,6.591145049900091e-11,6.021787511476872e-11,0.23250124958697324,2.0777981276149972e-11,9.271553642370795e-12,9.420226018604926e-12,3.73637850822125e-11,1.9208386504834547e-11,0.2521218339597383,4.0294477069004183e-10,1.1655591065513623e-10,4.906276663520946e-10,1.6989454160357056e-09,6.772684409332446e-10,0.2887836546843971,1.4074966514035423e-10,1.5398390605638636e-11,6.46681897129242e-12,5.019936568804039e-11,5.320356010133142e-11,0.12882272281048146,0.28170674094977155
64,1.2914924876251837e-09,2.645507529388422e-10,2.6812764183934416e-11,5.1415878921792536e-11,4.085679709174382e-10,0.5214880061608724,4.645429532208199e-11,9.40255608769605e-11,2.51650684573857e-11,4.379950357573936e-11,5.236110705804189e-11,0.5745514538508305,2.5862212176197403e-10,2.1742810232170708e-10,3.9190613499151084e-11,1.9631267486658505e-09,6.195918965621707e-10,0.019963363815293737,1.1738401106427113e-09,3.8312150801584447e-10,2.091247534210445e-11,3.096046032754228e-11,4.022086385820506e-10,0.6754575067962026,0.05364513591235953
65,5.497275530223439e-10,1.338108215072296e-09,7.494509529878302e-10,1.228644506528432e-10,6.900377929338283e-10,6.099819345674071,1.4575141767349337e-10,4.3168836152845075e-11,1.9123027427579175e-11,6.150504083590225e-11,6.738708052245497e-11,0.310918051068369,8.74396172081262e-09,1.5835246518531918e-09,1.8114098318059494e-09,1.4614907183643616e-09,3.4000967307090307e-09,1.2394261619623574,5.318015290829637e-10,3.1612100177400075e-10,3.9496311617342055e-10,1.1266103527135383e-09,5.923739999359809e-10,0.3505765016468363,1.073031024589379
66,2.2725352531279374e-11,1.3571718621752176e-11,9.00551321691514e-11,3.829581892070002e-11,4.116200556072074e-11,2.351565646255809,8.181895337551111e-12,5.807824154008771e-12,5.179951729712101e-12,4.596242982768787e-11,1.6283025262239964e-11,0.1126996929694889,6.546309663058947e-11,1.169601483362358e-10,1.0877300464680112e-10,1.4345683722078519e-09,4.3144115545536953e-10,0.07582280967159173,4.212758609727068e-11,1.3629461509987781e-11,1.1745584256717781e-11,3.255381184798972e-11,2.5014110927991492e-11,0.3608051896215374,0.13907206010868164
67,1.0503064101576587e-11,1.3931922030324534e-11,9.961151225308081e-12,2.8892451716278627e-11,1.5822147268371956e-11,0.3447665612847855,5.565052756134905e-11,6.76170634540382e-12,4.722285295790193e-12,1.4937415286497824e-11,2.0517983622260222e-11,0.3161380469925573,8.815378383948666e-10,1.0009543911592811e-10,2.5403948476303836e-10,2.4190513336309943e-09,9.136810239762068e-10,0.10501616118320453,1.4327283137874945e-11,5.526079454445158e-12,1.6440254064694544e-11,4.434913471030182e-11,2.0160687841829116e-11,0.3707006725629678,0.11373632941853253
68,7.677913520020027e-12,3.167437815986847e-11,1.9419446359279223e-11,1.8250717404825667e-11,1.9255613860998348e-11,1.064037425407975,1.4130315406162361e-12,1.6394461684123853e-11,8.42710110255423e-12,2.4921708068755537e-11,1.2789075599012464e-11,0.33814299883880455,5.530132002507939e-10,5.693862939524707e-10,4.5269848985791115e-10,1.6888734649679701e-09,8.159928622572865e-10,0.268047606435984,3.5888048675946932e-12,8.16284637582076e-12,1.5944877498087962e-11,2.2651822954566578e-11,1.2587087924017497e-11,0.703911448101509,0.28294897236567573
69,7.758358982885895e-12,8.418122286425207e-12,7.0037519974958685e-12,3.137272356731596e-11,1.3638239208530732e-11,0.22324335285930874,3.9868999217408356e-11,4.34226253731489e-12,1.9556421618101645e-12,1.596320605210493e-11,1.5532527492159587e-11,0.1225093603018606,1.0204557044457255e-10,9.090520601120534e-11,4.632319202209143e-10,2.278108166329453e-09,7.335727157515364e-10,0.20334061703807751,7.0228831368016635e-12,3.744080362435111e-12,1.9011292395060535e-12,3.5318260103385154e-11,1.1996588210531995e-11,0.05382850780137484,0.20082175675340683
70,5.757484696359955e-12,7.285922754057137e-12,1.3745039564662822e-11,3.076449168983601e-11,1.4388234676228981e-11,0.4467825993433825,3.4818642497679775e-11,3.5144615107579047e-12,8.743157078207712e-13,1.9232082531211985e-11,1.4609875561867608e-11,0.04546131217988657,2.628821041729657e-10,1.3994541042106607e-10,1.5318044305607764e-10,3.31971620730201e-09,9.689310412380298e-10,0.046142631927133915,8.598557575912757e-12,8.747462193978456e-12,3.73515303934672e-12,2.2011908605689416e-11,1.0773270353731836e-11,0.16968783153957379,0.05057455042478599
71,1.5462411724461072e-10,4.698042047258102e-11,5.39514434250387e-12,3.5097908725275814e-11,6.052439769624286e-11,0.15371697455633726,9.259815373276871e-12,1.0857854454341909e-11,3.796688721109073e-12,1.8098025825633298e-11,1.0503096093590289e-11,0.20978468909750364,1.1931938074708331e-09,7.847164882753703e-10,5.4271236622497994e-11,2.9224669307486616e-09,1.2386621157793408e-09,0.0185703509769382,2.3721583248266434e-10,4.803767878030183e-11,9.731932861613397e-12,4.9902560951791586e-11,8.622200126909279e-11,0.19501870597412704,0.02419217311007286
72,4.655150361912594e-11,1.2198472340922004e-11,8.203031211735027e-12,4.444587352367143e-11,2.78497201738636e-11,0.18456226779672075,2.266211925468683e-11,9.498537940103642e-12,1.0377382109357342e-11,1.8981635411234375e-11,1.5379918678845548e-11,0.5467064288472971,2.0903549972822603e-09,3.5862284801985713e-10,1.327449749126807e-10,2.0773858715668335e-09,1.164777172945408e-09,0.06390000852973936,1.2834411736172092e-10,5.163682753801706e-11,1.2959025494176567e-11,2.2751620674368032e-11,5.392289776707064e-11,0.5695869177696076,0.07593227549837658
73,8.797317720742506e-12,7.90904158934339e-12,8.106515459423547e-12,3.051535218057419e-11,1.3832056737520907e-11,0.2656536752862412,3.923631036885714e-11,1.7301887185028598e-11,1.9895797369880353e-12,1.4565814421238808e-11,1.8273397928028148e-11,0.13659241285451057,9.274232570428346e-10,3.2037970828703906e-10,2.061753088814707e-10,1.7510323712932124e-09,8.012526613761392e-10,0.11774500132696085,2.2036078379042294e-11,1.3346679516451645e-11,8.267558510513345e-12,2.7625612667628842e-11,1.7818982268409032e-11,0.2992714988797736,0.12312010877165278
74,3.428961918489175e-11,4.014014697319043e-11,8.745537115149683e-12,3.110131931190469e-11,2.8569155646284137e-11,0.28119505244917836,1.3046273865110506e-10,4.0174634708889916e-11,2.3149826685386425e-12,2.4544616142149365e-11,4.9374243042670745e-11,0.0943173303314867,5.567665672963736e-10,4.432577504042627e-10,8.699245311788028e-11,2.299634532132635e-09,8.466628257377878e-10,0.037828816667318535,4.679093821279531e-11,1.2972795409307752e-11,3.470427994554008e-12,5.054453698039071e-11,2.8444674649261945e-11,0.06866079307246196,0.04219899647871164
75,1.2536290975232422e-10,8.456297402338663e-12,4.352176046685966e-12,3.52309949390152e-11,4.335059453509102e-11,0.12353258981812965,1.8944099926699593e-11,1.0975431568143042e-11,2.9207886586873522e-12,1.1702704602680467e-11,1.1135756189052613e-11,0.2495823621847513,1.982058446873662e-09,9.82609214704646e-11,1.7441959645307407e-10,1.4460170529354093e-09,9.251890044331526e-10,0.12062070505946174,1.254387324601444e-10,3.395532561082402e-11,1.0064400294572846e-11,5.059510426123653e-11,5.501339065669445e-11,0.19892043788678765,0.124231463947706
76,2.9303879063423125e-11,2.0402084149087815e-11,3.011720177968822e-11,2.919383542428346e-11,2.7254250104120656e-11,1.0316288127950706,7.473283230104383e-12,3.1383924918708205e-12,1.6142132556795684e-12,1.2097218938156266e-11,6.0807769789527594e-12,0.1334367232610895,8.036161532775822e-11,5.698870982256979e-10,1.8243956585352954e-10,2.847154243211396e-09,9.199606306545954e-10,0.06407786521876319,1.631740904009575e-11,4.390151180537309e-11,7.895726427063949e-12,2.971159616948957e-11,2.445656086050559e-11,0.26574561602220353,0.07609827552181428
77,1.6988462977535997e-12,1.0721787963773734e-11,1.2236074567044459e-11,3.2049635749487245e-11,1.417658614451476e-11,0.38178513673872944,4.358760452847532e-12,9.763804414547415e-12,5.522917332392958e-12,1.0735109994041737e-11,7.59514804845741e-12,0.5144723561713219,3.3621541198173385e-10,1.9876754367210848e-10,5.263071015418348e-11,2.0844200835890714e-09,6.680084373492743e-10,0.025249569685377896,5.6117654739565806e-12,7.577659770962814e-12,2.6512797789730647e-11,3.913908753410771e-11,1.9710327642189437e-11,0.6773994862968152,0.044730893875570076
78,6.534359223300974e-11,1.2557731218116963e-11,1.3271445407917547e-11,4.9361749368813824e-11,3.513362955696452e-11,0.2688609212116435,1.8597458308440314e-11,4.7412605680522114e-12,2.5235188338630293e-12,2.1696686850817415e-11,1.1889731140293243e-11,0.11630894851431921,1.6887051958786822e-10,3.277117139360509e-10,1.3592638387806479e-10,1.9722121707202072e-09,6.511801970305478e-10,0.06892077125171961,2.6858765108831826e-11,1.4050057961131553e-11,7.098002493940004e-12,4.664139886812859e-11,2.3662056108007994e-11,0.1521824530608209,0.07599331941843421
79,3.073610429952125e-12,5.847217842522159e-12,1.2716060898870488e-11,3.523504305427652e-11,1.4217983056405324e-11,0.36089244674066384,1.6026633395726456e-11,5.308260270258976e-12,3.1672904503102588e-12,1.4625651886023907e-11,9.7819590005799e-12,0.21655721570515996,2.8492459500459533e-10,8.938991117491985e-11,2.2088689629787272e-10,1.8430598567658045e-09,6.095653148107981e-10,0.11984792327118683,9.023433163127839e-12,1.862726643408983e-11,3.6221033058716103e-12,3.450675940052176e-11,1.6444890575902758e-11,0.10496793581308717,0.12472187644518978
80,3.387048890979784e-12,2.768461227299973e-11,2.5111520449680073e-11,4.2794722655102127e-11,2.474447606719043e-11,0.5867901201758623,1.8543321643611514e-11,1.0959689924928705e-11,3.0737669533595533e-12,1.4087919811751575e-11,1.1666174583412838e-11,0.21818458611579694,1.769324153259561e-10,2.790714361396465e-10,7.53944620125882e-11,1.7609329125138157e-09,5.730828064980016e-10,0.04281506778413211,3.875696312395696e-12,1.590096977841302e-11,3.6043174805541855e-13,2.0525838826976122e-11,1.0165734166460064e-11,0.017559903451142785,0.056540195152978756
81,5.278057487713821e-11,2.1954020324040418e-11,1.9341552413381303e-11,4.212687696579647e-11,3.40507561450891e-11,0.4591261875188384,6.176012965889451e-11,6.68326479330946e-11,2.4899312331187384e-11,2.9610158213875925e-11,4.5775562034263107e-11,0.8409044001500491,1.2537388977778221e-08,5.613506678969254e-09,1.4540521340940437e-09,1.356258667590728e-09,5.240301614608062e-09,1.0721053209392843,2.066453554384851e-11,4.265920199981973e-11,1.2545532046774445e-11,8.987945054928696e-11,4.143718003493241e-11,0.13958176168305442,0.9953641625802288
82,1.584221454602363e-11,1.096979000584217e-11,6.079823006243527e-12,5.95271520354865e-11,2.3104744898398958e-11,0.10213529117971415,4.278952891183755e-11,5.432504209378552e-12,3.192220943986447e-12,5.887073122218838e-12,1.4325331796855346e-11,0.5422424484483555,5.389169226543163e-10,1.648170547492472e-10,2.3884297140150175e-11,2.0777497199361613e-09,7.013419986199687e-10,0.01149527150020938,2.9344815835634476e-11,6.968689858203595e-12,8.81705468673379e-12,2.367192312579161e-11,1.720062087659087e-11,0.372468879688411,0.019370823786298418
83,2.013732868356604e-09,9.335611406955052e-10,4.201851134333607e-11,3.696207995923397e-11,7.565686500886697e-10,1.1368005098652163,3.170199886106252e-11,9.530341718872417e-12,3.317613074100201e-12,2.1617991528290093e-11,1.6541986295581306e-11,0.15346537025692933,3.945070359096255e-10,2.21430352427429e-10,7.482534091100027e-11,1.9878990177896277e-09,6.696654367594207e-10,0.03764041344222786,2.0558088658837825e-09,8.012171755760108e-10,9.337260097720914e-11,3.1058025458028786e-11,7.453641669737578e-10,3.0063920548777663,0.10278231122377057
84,1.622278007321568e-12,7.624390230271529e-12,1.726104815127012e-11,4.338339461340946e-11,1.747277775056817e-11,0.39787223441327635,1.5823262675317945e-11,3.592564791500691e-11,2.306112400104444e-12,2.5961303898853524e-11,2.0004081722320706e-11,0.08882883575837207,7.370607363775412e-10,1.656865880875821e-10,1.3470774631145658e-10,1.8120854111841797e-09,7.1238512049019e-10,0.0743385192993891,4.041226687702994e-12,1.6391003191502576e-11,8.522027019593326e-12,2.2893556382511886e-11,1.2961953320327695e-11,0.3722456606219207,0.08548805897981987
85,8.453348893222623e-12,7.06981059324676e-12,1.61679334921128e-11,4.323417199078736e-11,1.8731316242342387e-11,0.3739619090093359,2.2106626480429032e-11,3.4641560135318648e-12,7.513403694046307e-12,4.2912900974110686e-11,1.8999271790529472e-11,0.17508496334421986,1.2976006824351803e-09,7.961464369184108e-10,2.6270864844018014e-10,1.8915649129970852e-09,1.062005170197714e-09,0.138884289212117,8.5702431053094e-12,5.778978645148066e-11,3.095026512335941e-11,4.437017780459121e-11,3.542011812118517e-11,0.6975465651651462,0.15693736705465142
86,6.892316791586012e-11,3.2593924671708395e-11,9.477093789132761e-12,4.189380282309821e-11,3.8221997299949876e-11,0.22621708105972063,5.2116668825953806e-11,2.5988489780511686e-12,1.2110647989092924e-11,3.032155637101331e-11,2.42869305410278e-11,0.3994072019558474,3.7667647459339756e-10,2.8965402930143526e-10,1.6207768870311922e-10,1.7643628717605645e-09,6.481927660896291e-10,0.09186187903704325,3.205953362938596e-11,2.3842359493841906e-11,6.770055769666167e-12,9.43471749714339e-11,3.925478096608198e-11,0.07175684668582795,0.09862394770225442
87,6.195207421102677e-12,5.670342324725827e-11,2.294921242747749e-11,4.8487753596231754e-11,3.358389917301755e-11,0.4732991472152052,1.84827230277695e-10,5.288658520372896e-11,1.177785400109106e-11,2.2932444929849473e-11,6.810602860309112e-11,0.5135891108479539,1.740702454380786e-09,1.1995369839847915e-10,1.9889542699278754e-10,1.3963690622369325e-09,8.639801605022463e-10,0.142437577837885,1.0298853467583911e-11,2.1792153170646306e-11,1.3859536380663558e-11,3.030776904995526e-11,1.9064578017212258e-11,0.45729318967091764,0.16519759726972874
88,1.9303071740070832e-11,3.1382997352315885e-11,4.261184991732161e-12,2.5203311863715192e-11,2.0037641486958517e-11,0.1690724224964625,7.321856573707669e-11,1.4605156465734238e-11,4.764691785980595e-12,1.6416988042588437e-11,2.7251350507844994e-11,0.290229351061241,1.731019345422758e-10,1.2020273009705018e-10,2.5984500492118687e-10,3.3493666933701376e-09,9.756290907326626e-10,0.0775803394222358,1.3392839691787274e-11,5.249144835829386e-11,1.0402318802248825e-11,3.133622175405398e-11,2.6905707151595986e-11,0.3319582968199755,0.08160339715273209
89,1.7424155668991572e-12,1.0240764614810724e-12,4.507574925108451e-11,4.944590815818551e-11,2.432203735941256e-11,0.9116173800849173,1.7933385849495502e-11,6.7050163676554286e-12,3.1581012554918887e-12,6.766577608166601e-12,8.640770270202356e-12,0.46672061393049974,1.0857021270085272e-09,8.400479084141821e-11,2.9572120433825807e-10,2.682588912260871e-09,1.0370042586122686e-09,0.11023724245882531,2.903300904049386e-11,1.813354856101943e-11,1.8340229741400482e-11,3.407170213299265e-11,2.4894622368976607e-11,0.5382833434564775,0.1306570014204046
90,1.8337482394956643e-11,6.975505784448691e-12,5.96200163150962e-12,3.212638460220127e-11,1.5850343603279057e-11,0.18557960085870068,3.2567392000541295e-12,5.864793887621093e-12,3.813297024763812e-12,1.1030354809343478e-11,5.991296230445628e-12,0.3457093711558294,3.235945098367781e-10,1.0131319896927491e-10,1.249851155890925e-10,2.3917949444832736e-09,7.354219422196047e-10,0.05225578215949212,4.889972125380243e-11,3.249223900205145e-11,9.126949429750877e-12,6.86628941702496e-11,3.979545096396359e-11,0.13292404201781258,0.05747185087343633
91,2.601767980445193e-11,1.0359867117018497e-11,1.2313919560776678e-11,7.080654819816647e-11,2.9874503670103393e-11,0.1739093328813838,1.9002837155769294e-11,1.0464374876596793e-11,2.041109633793403e-12,1.0115860351178228e-11,1.040604550433443e-11,0.2017732118608842,3.769953879421328e-10,1.932879690174625e-10,2.596618159737318e-10,2.477729134837566e-09,8.269185769427232e-10,0.10479830596606139,9.025145561772059e-11,9.185347329945624e-12,1.1558059993706462e-11,2.4097245311668878e-11,3.377302706326039e-11,0.4796423758905577,0.11057014387601614
92,5.317654983931167e-11,1.2513766701215134e-11,2.6085014030863044e-11,5.772692313240867e-11,3.737556342594963e-11,0.45186912129426426,5.262466260110304e-12,8.390008895324836e-12,6.846874349799046e-12,7.867180544169254e-12,7.09163251235086e-12,0.8703085319268025,7.147469067934488e-11,1.848480781754609e-10,4.6161784862340607e-10,2.2619669451001064e-09,7.449768906445795e-10,0.20407807002810846,1.5528369170840474e-11,2.1378303294198386e-11,3.54701391816673e-11,2.6983299797342035e-11,2.4840027861012045e-11,1.3145219246002393,0.22510507245562367
93,1.7190276767915792e-11,9.932780018990135e-12,1.864877761738559e-11,2.80982518642805e-11,1.8467521567143002e-11,0.6636988559808797,5.868906708461935e-12,3.797256789766639e-12,2.0378530174806725e-12,9.047402897236523e-12,5.187854853236442e-12,0.22524176723721712,7.542424364085292e-11,1.8138477248948812e-10,3.060672731479655e-10,2.4310707445128744e-09,7.484867584477952e-10,0.12589813514838447,4.906124503913445e-12,3.18221367855814e-11,1.4320528817168903e-11,2.6245304575341084e-11,1.9323523670501207e-11,0.5456415556565433,0.13673267946892764
94,9.59169367351249e-12,1.0067483148513943e-11,3.255477385803666e-11,5.014083327468553e-11,2.5588695988687157e-11,0.6492667100223982,1.8722036195609585e-10,1.2942771835192366e-10,3.594327210431218e-11,3.835350693209588e-11,9.773621483610689e-11,0.9371573808869429,1.7849430447662258e-08,3.850439913360758e-10,9.138612935892411e-11,5.920700713110416e-10,4.729482659917074e-09,0.15435019229491637,3.2698686299628126e-11,3.5602411267242347e-11,5.321617599756752e-11,9.256957436783256e-11,5.352171198306764e-11,0.5748776135245995,0.2756318506354699
95,1.5927562112136027e-12,1.5259902633496914e-11,2.1295128362044616e-11,6.48968872061436e-11,2.5761168603224685e-11,0.3281379011970341,8.631613837132622e-12,1.7676323812535242e-11,8.358303181985953e-12,4.033706122019592e-11,1.8750825512962432e-11,0.20721150547777453,6.733737026196168e-11,8.678088155949624e-11,5.842082362496166e-11,7.199679703019104e-10,2.331267614370825e-10,0.08114364254351976,3.239811142700719e-11,3.570105055763363e-11,6.720475778814606e-12,8.049423948506797e-11,3.882846931213085e-11,0.08349014565273684,0.10466504697867991
96,7.351417539939982e-11,3.805080206458837e-11,8.703504916968074e-12,4.015824631999237e-11,4.0106682175237155e-11,0.2167302039938712,2.3414456097984323e-11,6.937958330877327e-12,1.124619970014348e-11,2.9528703565362654e-11,1.7781829423591946e-11,0.380856534227779,1.6610367088799328e-09,6.434979924269168e-10,8.081951583040853e-11,6.054730627830876e-10,7.477068199800864e-10,0.13348160438206372,3.185889586278586e-10,3.2389042074271975e-10,6.26952286906104e-12,6.448191745141807e-11,1.7830770492276438e-10,0.09722916310273527,0.14471697581995555
97,8.546918529054842e-11,7.650512887908964e-11,2.8616409338270835e-11,5.5634402938149717e-11,6.155628161151466e-11,0.5143653535759964,1.0522382076593645e-10,1.8927364549632627e-11,5.071344073095164e-13,1.584975017848416e-11,3.5127017475340686e-11,0.031996365974142925,1.4005331878929448e-09,6.971731087775056e-11,3.8005420904358766e-11,4.674815521652657e-10,4.9393436796008e-10,0.0812982260547534,6.500099147101696e-11,6.518419705520066e-11,2.2234647444343154e-11,5.673692901035657e-11,5.228919124522934e-11,0.39189021739764085,0.15001379371177975
